ID Posla;Šifra KO;Ime KO;Občina;Številka stavbe;Številka dela stavbe;Parcelna številka za geolokacijo;Interna oznaka dela stavbe;Evidentiranost dela stavbe;Naselje;Ulica;Hišna številka;Dodatek HŠ;Številka stanovanja ali poslovnega prostora;Vrsta dela stavbe;Leto izgradnje dela stavbe;Stavba je dokončana;Gradbena faza;Novogradnja;Prodana površina;Prodani delež dela stavbe;Prodana površina dela stavbe;Prodana uporabna površina dela stavbe;Nadstropje dela stavbe;Število zunanjih parkirnih mest;Atrij;Površina atrija;Opombe o nepremičnini;Dejanska raba dela stavbe;Lega dela stavbe v stavbi;Število sob;Površina dela stavbe;Uporabna površina;Prostori dela stavbe;Pogodbena cena dela stavbe;Stopnja DDV dela stavbe
812275;1409;BREZOVICA;MIRNA;392;1;;;1;GORENJA VAS PRI MIRNI;GORENJA VAS PRI MIRNI;47;;;1;1979;1;;;37,4;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;37,4;37,4; bivalni prostor;;
809826;708;SKOKE;MIKLAVŽ NA DRAVSKEM POLJU;935;1;;;1;DOBROVCE;MLADINSKA ULICA;23;;;1;1938;1;;;84;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;84;60; bivalni prostor | klet;;
810463;1737;TABOR;LJUBLJANA;307;102;;;1;LJUBLJANA;SLOMŠKOVA ULICA;29;;102;2;1992;1;;;62,7;1/1;;;;;0;;;2 - stanovanje;nadstropje;;62,7;53,4; bivalni prostor | klet;;
812349;1832;VAČE;LITIJA;272;1;;;1;;;;;;13;1850;1;;;12,2;1/3;;;;;0;;;29 - del stavbe za spravilo pridelka;pritličje;;12,2;12,2; kmetijski prostor;;
812765;2401;VIPAVA;VIPAVA;329;1;;;1;VIPAVA;TABOR;3;;;1;1970;1;;;93,5;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;93,5;77,1; bivalni prostor | odprta terasa, balkon, loža | zaprta terasa, balkon, loža;;
811403;1659;RAKEK;CERKNICA;434;2;;;1;RAKEK;VRTNA ULICA;9;;6;2;1943;1;;;38,3;1/1;;;;;0;;;2 - stanovanje;pritličje;;38,3;31; bivalni prostor | odprta terasa, balkon, loža;;
809746;680;TEZNO;MARIBOR;583;403;;;1;MARIBOR;ŽUPANČIČEVA ULICA;19;;403;2;1948;1;;;59,5;1/1;;;;;0;;;2 - stanovanje;nadstropje;;59,5;50,4; bivalni prostor | klet | odprta terasa, balkon, loža;;
810113;678;SPODNJE RADVANJE;MARIBOR;1251;15;;;1;MARIBOR;KNAFELČEVA ULICA;26;;15;2;1981;1;;;67,7;1/1;;;;;0;;;2 - stanovanje;nadstropje;;67,7;56,8; bivalni prostor | klet | odprta terasa, balkon, loža;;
809849;1738;DRAVLJE;LJUBLJANA;2317;106;;;1;LJUBLJANA;OB ŽICI;13;;6;2;1970;1;;;84,7;1/1;;;;;0;;;2 - stanovanje;nadstropje;;84,7;70; bivalni prostor | klet | odprta terasa, balkon, loža;;
812854;166;LENDAVA;LENDAVA;1722;1;;;1;;;;;;14;1975;1;;0;39;1/1;;;;;0;;;9 - poslovni del stavbe;pritličje;;39;39; poslovni prostor;;
812226;1456;NOVO MESTO;NOVO MESTO;154;1;;;1;NOVO MESTO;KOŠTIALOVA ULICA;41;;1;1;1972;1;;;157,7;1/1;;;;;0;;;47 - stanovanje v dvostanovanjski stavbi;klet;;157,7;150,3; bivalni prostor | odprta terasa, balkon, loža;;
812037;1736;BRINJE I;LJUBLJANA;1539;64;;;1;LJUBLJANA;DUNAJSKA CESTA;159;;64;4;2004;1;;;12;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;12;12; garažni parkirni prostor;;
812019;2636;BEŽIGRAD;LJUBLJANA;3233;70;;;1;;;;;;4;1971;1;;;11,8;1/1;;;;;0;;;15 - garaža;pritličje;;11,8;11,8; garaža;;
809688;1483;KANDIJA;NOVO MESTO;765;26;;;1;NOVO MESTO;RAGOVSKA ULICA;6;;18;2;1975;1;;;70,3;1/1;;;;;0;;;2 - stanovanje;nadstropje;;70,3;63,2; bivalni prostor | klet | odprta terasa, balkon, loža;;
812168;659;TABOR;MARIBOR;2358;103;;;1;MARIBOR;DALMATINSKA ULICA;4;;103;2;1961;1;;;52,2;1/1;;;;;0;;;2 - stanovanje;pritličje;;52,2;48,5; bivalni prostor | klet;;
811754;1752;STANEŽIČE;LJUBLJANA;721;3;;;1;DVOR;DVOR;22;;3;2;2004;1;;;141,1;1/1;;;;;0;;;2 - stanovanje;nadstropje;;141,1;61,2; bivalni prostor | garažni parkirni prostor | klet | odprta terasa, balkon, loža;;
812389;1505;BUŠINJA VAS;METLIKA;87;1;;;1;DRAGOMLJA VAS;DRAGOMLJA VAS;19;;;15;1830;1;;;60;1/1;;;;;0;;;39 - ruševina;pritličje;;60;60; ruševina;;
808977;201;RIHTAROVCI;RADENCI;217;1;;;1;;;;;;13;1978;1;;;12;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;12;12; kmetijski prostor;;
809775;1696;RUDNIK;LJUBLJANA;322;6;;;1;LJUBLJANA;GORNJI RUDNIK IV;9;;;1;1960;1;;;273,6;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;273,6;201; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | zaprta terasa, balkon, loža;;
809778;1646;PUDOB;LOŠKA DOLINA;188;1;;;1;;;;;;13;1986;1;;;72;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;72;72; kmetijski prostor;;
810531;1410;MIRNA;MIRNA;1568;93;;;1;;;;;;14;2022;1;;1;8,9;1/1;;;;;0;;;34 - shramba, sušilnica, pralnica;klet;;8,9;8,9; shramba, sušilnica, pralnica;;
811647;313;ŠALOVCI PRI SREDIŠČU;SREDIŠČE OB DRAVI;134;1;;;1;ŠALOVCI;ŠALOVCI;38;;;1;1946;1;;;161;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;161;85; bivalni prostor | klet;;
811454;619;DOLNJA POČEHOVA;PESNICA;74;1;;;1;DOLNJA POČEHOVA;DOLNJA POČEHOVA;15;B;;1;1982;1;;;190;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;nadstropje;;190;150,4; bivalni prostor | garaža | odprta terasa, balkon, loža | shramba, sušilnica, pralnica | tehnični prostor;;
809276;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;3749;1;;;1;;;;;;4;1975;1;;;23,2;1/2;;;;;0;;;15 - garaža;pritličje;;23,2;11,2; garaža;;
812623;2535;HARIJE;ILIRSKA BISTRICA;152;1;;;1;;;;;;13;1907;1;;;48;1/2;;;;;0;;;27 - hlev;pritličje;;48;48; kmetijski prostor;;
812472;12;ŠULINCI;GORNJI PETROVCI;285;1;;;1;;;;;;4;1980;1;;;12,6;1/1;;;;;0;;;15 - garaža;pritličje;;12,6;12,6; garaža;;
811432;1739;ZGORNJA ŠIŠKA;LJUBLJANA;6767;1560;;;1;;;;;;14;2009;1;;;7,1;1/1;;;;;0;;;33 - klet;klet;;7,1;7,1; klet;;
811881;1447;GORENJA STRAŽA;NOVO MESTO;2580;118;;;1;NOVO MESTO;PODBREZNIK;104;A;118;2;2009;1;;;83,2;1/1;;;;;0;;;2 - stanovanje;nadstropje;;83,2;67,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
812424;1077;CELJE;CELJE;1788;3;;;1;CELJE;MIKLOŠIČEVA ULICA;2;;3;8;1890;1;;;29,6;1/1;;;;;0;;;10 - trgovski del stavbe;nadstropje;;29,6;29,6; lokal, prodajalna;;
813132;1739;ZGORNJA ŠIŠKA;LJUBLJANA;7025;185;;;1;LJUBLJANA;CELOVŠKA CESTA;176;;185;2;2023;1;;1;86,9;1/1;;;;;0;;;2 - stanovanje;nadstropje;;86,9;76,1; bivalni prostor | klet | odprta terasa, balkon, loža;;
811689;2557;OCIZLA;HRPELJE-KOZINA;338;1;;;1;;;;;;13;1900;1;;;13,5;1/1;;;;;0;;;33 - klet;;;13,5;13,5; klet;;
808644;1134;ZLATEČE;ŠENTJUR;164;1;;;1;ZLATEČE PRI ŠENTJURJU;ZLATEČE PRI ŠENTJURJU;3;B;;1;1973;1;;;158;10/192;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;158,2;53,4; bivalni prostor | klet | zaprta terasa, balkon, loža;;
813350;1725;AJDOVŠČINA;LJUBLJANA;1516;12;;;1;LJUBLJANA;ŽUPANČIČEVA ULICA;13;;12;2;2022;1;;1;160,2;1/1;;;;;0;;;2 - stanovanje;nadstropje;;160,2;118,8; bivalni prostor | zaprta terasa, balkon, loža;;
811506;753;SLOVENSKA BISTRICA;SLOVENSKA BISTRICA;385;1;;;1;SLOVENSKA BISTRICA;PREŠERNOVA ULICA;27;;;1;1990;1;;;169,7;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;169,7;133,5; bivalni prostor | garaža | shramba, sušilnica, pralnica | tehnični prostor;;
809033;2121;KLANEC;KRANJ;475;3;;;1;KRANJ;TRG PREŠERNOVE BRIGADE;10;;3;2;1986;1;;;44,4;1/1;;;;;0;;;2 - stanovanje;nadstropje;;44,4;40,2; bivalni prostor | klet;;
811883;129;GANČANI;BELTINCI;690;1;;;1;;;;;;4;1994;1;;;150;1/1;;;;;0;;;15 - garaža;pritličje;;150;150; garaža;;
811487;1691;HUDI VRH;BLOKE;29;1;;;1;;;;;;13;1950;1;;;90;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;90;90; kmetijski prostor;;
813391;1725;AJDOVŠČINA;LJUBLJANA;600;68;;;1;;;;;;14;2023;1;;1;13,1;1/1;;;;;0;;;34 - shramba, sušilnica, pralnica;klet;;13,1;13,1; shramba, sušilnica, pralnica;;
813389;1725;AJDOVŠČINA;LJUBLJANA;600;20;;;1;;;;;;14;2023;1;;1;8,7;1/1;;;;;0;;;34 - shramba, sušilnica, pralnica;klet;;8,7;8,7; shramba, sušilnica, pralnica;;
812051;2042;ZMINEC;ŠKOFJA LOKA;650;1;;;1;;;;;;13;1970;1;;;20;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;20;20; kmetijski prostor;;
812391;2303;SOLKAN;NOVA GORICA;1673;3;;;1;SOLKAN;CESTA IX. KORPUSA;82;;3;2;2002;1;;;62,1;1/1;;;;;0;;;2 - stanovanje;nadstropje;;62,1;59; bivalni prostor | klet;;
812407;1871;TRBOVLJE;TRBOVLJE;3070;8;;;1;TRBOVLJE;TRG SVOBODE;34;;8;2;1954;1;;;90,2;1/1;;;;;0;;;2 - stanovanje;nadstropje;;90,2;67,4; bivalni prostor | klet | odprta terasa, balkon, loža;;
812215;300;VELIKI BREBROVNIK;ORMOŽ;260;1;;;1;;;;;;4;1990;1;;;29,5;1/1;;;;;0;;;15 - garaža;pritličje;;29,5;29,5; garaža;;
811875;1758;DRAGOMELJ;DOMŽALE;336;3;;;1;DRAGOMELJ;DRAGOMELJ;163;;3;1;2003;1;;;71,9;1/1;;;;;0;;;2 - stanovanje;nadstropje;;71,9;67,9; bivalni prostor | odprta terasa, balkon, loža;;
791382;657;MARIBOR-GRAD;MARIBOR;867;3;;;1;MARIBOR;PARTIZANSKA CESTA;53;;3;2;1956;1;;;35;1/1;;;;;0;;;2 - stanovanje;nadstropje;;35;28; bivalni prostor | klet | odprta terasa, balkon, loža;;
813401;1725;AJDOVŠČINA;LJUBLJANA;596;29;;;1;LJUBLJANA;ŽUPANČIČEVA ULICA;17;;28;2;2023;1;;1;205,7;1/1;;;;;0;;;2 - stanovanje;nadstropje;;205,7;168,4; bivalni prostor | odprta terasa, balkon, loža | zaprta terasa, balkon, loža;;
813382;1725;AJDOVŠČINA;LJUBLJANA;596;256;;;1;;;;;;3;2023;1;;1;17,7;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;17,7;17,7; garažni parkirni prostor;;
811978;2155;HRAŠE;RADOVLJICA;663;3;;;1;LESCE;KOROŠKA ULICA;4;;5;2;1949;1;;;78,3;1/1;;;;;0;;;2 - stanovanje;nadstropje;;78,3;70; bivalni prostor | klet;;
808858;1541;LOKA;ČRNOMELJ;945;1;;;1;;;;;;14;1965;1;;;121,5;46/48;;;;;0;;;28 - pomožni kmetijski del stavbe;;;121,5;121,5; kmetijski prostor;;
811268;1727;POLJANSKO PREDMESTJE;LJUBLJANA;367;172;;;1;LJUBLJANA;AMBROŽEV TRG;4;;;4;1969;1;;;13;1/1;;;;;0;;;15 - garaža;nadstropje;;13;13; garaža;;
809991;1581;LIVOLD;KOČEVJE;437;1;;;1;DOLGA VAS;KOČEVSKA CESTA;49;;;1;1956;1;;;144,5;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;nadstropje;;144,5;96,7; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
808794;1838;LITIJA;LITIJA;806;1;;;1;;;;;;13;1881;1;;;23,5;164/1000;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;23,5;23,5; kmetijski prostor;;
809291;116;BOREJCI;TIŠINA;148;2;;;1;BOREJCI;BOREJCI;16;;;13;1963;1;;;126;1/6;;;;;0;;;29 - del stavbe za spravilo pridelka;pritličje;;126;126; kmetijski prostor;;
812573;1736;BRINJE I;LJUBLJANA;396;1;;;1;;;;;;4;1972;1;;;18,6;1/1;;;;;0;;;15 - garaža;pritličje;;18,6;18,6; garaža;;
810460;1719;LUŽARJI;VELIKE LAŠČE;82;1;;;1;;;;;;1;1780;1;;;57,8;7/8;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;57,8;30; bivalni prostor | klet;;
812560;518;TRIJE KRALJI;BENEDIKT;348;1;;;1;SV. TRIJE KRALJI V SLOV. GOR.;SV. TRIJE KRALJI V SLOV. GOR.;8;;;13;1970;1;;;27,5;53/1152;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;27,5;27,5; kmetijski prostor;;
809154;1507;GRABROVEC;METLIKA;170;1;;;1;GRABROVEC;GRABROVEC;1;E;;13;1988;1;;;64,9;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;64,9;28,1; bivalni prostor | klet | odprta terasa, balkon, loža;;
808621;569;SPODNJA VELKA;ŠENTILJ;398;1;;;1;SPODNJA VELKA;SPODNJA VELKA;94;;;1;1975;1;;;95,3;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;95,3;51,1; bivalni prostor | klet | odprta terasa, balkon, loža;;
809857;1575;STARA CERKEV;KOČEVJE;2;2;;;1;MLAKA PRI KOČEVJU;MLAKA PRI KOČEVJU;36;;2;2;1982;1;;;32,4;1/1;;;;;0;;;2 - stanovanje;pritličje;;32,4;32,4; bivalni prostor;;
812725;1725;AJDOVŠČINA;LJUBLJANA;247;121;;;1;LJUBLJANA;SLOVENSKA CESTA;54;;;14;1970;1;;;10,5;1/1;;;;;0;;;38 - skupne sanitarije;nadstropje;;10,5;10,5; skupne sanitarije;;
809066;59;MOŠČANCI;PUCONCI;197;1;;;1;;;;;;14;1960;1;;;61;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;61;61; kmetijski prostor;;
811998;1737;TABOR;LJUBLJANA;309;3;;;1;LJUBLJANA;SLOMŠKOVA ULICA;8;;3;6;1880;1;;;43,9;1/8;;;;;0;;;9 - poslovni del stavbe;pritličje;;43,9;43,9; poslovni prostor;;
809423;2257;SLAP;TOLMIN;250;1;;;1;ROČE;ROČE;27;;;1;1722;1;;;160,3;3/224;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;160,3;119,1; bivalni prostor | klet;;
811422;1731;UDMAT;LJUBLJANA;1468;3;;;1;;;;;;14;1938;1;;;21,5;1/2;;;;;0;;;37 - skupni komunikacijski prostor;pritličje;;21,5;21,5; skupni komunikacijski prostor;;
812321;92;MORAVCI;MORAVSKE TOPLICE;1181;42;;;1;MORAVSKE TOPLICE;DELAVSKA ULICA;30;;42;2;2006;1;;;60,4;1/1;;;;;0;;;2 - stanovanje;nadstropje;;60,4;60,4; bivalni prostor;;
813332;1725;AJDOVŠČINA;LJUBLJANA;1516;25;;;1;;;;;;3;2022;1;;1;12,7;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;12,7;12,7; garažni parkirni prostor;;
809719;751;ČREŠNJEVEC;SLOVENSKA BISTRICA;1173;1;;;1;LESKOVEC;LESKOVEC;113;C;;1;2008;1;;;136,7;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;136,7;118,6; bivalni prostor | klet | odprta terasa, balkon, loža;;
809834;2605;KOPER;KOPER;1530;4;;;1;KOPER;ULICA STARE POŠTE;8;;3;2;1900;1;;;52,5;1/2;;;;;0;;;2 - stanovanje;pritličje;;52,5;50,8; bivalni prostor | zaprta terasa, balkon, loža;;
809376;659;TABOR;MARIBOR;545;2;;;1;MARIBOR;KURILNIŠKA ULICA;11;;2;2;1863;1;;;74,9;1/1;;;;;0;;;2 - stanovanje;pritličje;;74,9;61,6; bivalni prostor | klet;;
811499;996;ŽALEC;ŽALEC;591;3;;;1;VRBJE;VRBJE;8;;3;2;1902;1;;;136,7;1/4;;;;;0;;;2 - stanovanje;nadstropje;;136,7;85,3; bivalni prostor | klet | odprta terasa, balkon, loža;;
809753;1327;POVRŠJE;KRŠKO;82;1;;;1;;;;;;13;1985;1;;;36,7;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;klet;;36,7;36,7; kmetijski prostor;;
812358;2626;IZOLA;IZOLA;5496;96;;;1;IZOLA;JUŽNA CESTA;20;;;14;2009;1;;;3;1/1;;;;;0;;;33 - klet;klet;;3;3; klet;;
811585;2100;KRANJ;KRANJ;1664;1;;;1;;;;;;14;1930;1;;;4,8;1/6;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;4,8;4,8; kmetijski prostor;;
811602;1937;HOMEC;DOMŽALE;280;19;;;1;PRESERJE PRI RADOMLJAH;KAMNIŠKA CESTA;30;;19;2;2007;1;;;77,2;1/1;;;;;0;;;2 - stanovanje;nadstropje;;77,2;62; bivalni prostor | prostor z omejeno uporabo;;
813292;169;PETIŠOVCI;LENDAVA;251;1;;;1;;;;;;13;1967;1;;;30;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;;;;;-;;
812139;2263;AVČE;KANAL;80;2;;;1;AVČE;AVČE;68;;;13;1920;1;;;20,6;1/6;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;20,6;20,6; kmetijski prostor;;
809058;2122;HUJE;KRANJ;206;9;;;1;KRANJ;ŽUPANČIČEVA ULICA;13;;6;2;1944;1;;;53,2;1/1;;;;;0;;;2 - stanovanje;nadstropje;;53,2;43,2; bivalni prostor | klet;;
810052;771;PRETREŽ;SLOVENSKA BISTRICA;98;1;;;1;;;;;;13;1968;1;;;169,4;1/5;;;;;0;;;27 - hlev;pritličje;;169,4;169,4; kmetijski prostor;;
811540;1959;DOMŽALE;DOMŽALE;4379;59;;;1;;;;;;10;1980;1;;;1131,9;826/10000;;;;;0;;;26 - športna dvorana;nadstropje;;1131,9;1131,9; prostor za množično uporabo;;
811556;721;MORJE;RAČE-FRAM;156;1;;;1;MORJE;CESTA NA BUKOVEC;21;;;1;1997;1;;;150,6;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;;;150,6;74,2; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
811319;703;RADIZEL;HOČE-SLIVNICA;804;1;;;1;RADIZEL;ULICA MILKE VOLK;51;;;1;2002;1;;;357,2;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;357,2;192,9; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
812070;679;RAZVANJE;MARIBOR;940;1;;;1;RAZVANJE;OBERLAJTOVA POT;16;;;1;1995;1;;;280,5;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;254,6;226,6; bivalni prostor | odprta terasa, balkon, loža | shramba, sušilnica, pralnica | tehnični prostor;;
812056;1076;MEDLOG;CELJE;1806;16;;;1;;;;;;3;2021;1;;;14,1;1/1;;;;;0;;;16 - garažno parkirno mesto;pritličje;;14,1;14,1; garažni parkirni prostor;;
812791;1753;VIŽMARJE;LJUBLJANA;3243;20;;;1;LJUBLJANA;TACENSKA CESTA;11;;20;2;2004;1;;;87,3;1/1;;;;;0;;;2 - stanovanje;nadstropje;;87,3;75,7; bivalni prostor | klet | odprta terasa, balkon, loža;;
810457;2636;BEŽIGRAD;LJUBLJANA;3301;56;;;1;LJUBLJANA;ŠTIHOVA ULICA;7;;;4;1990;1;;;12,5;1/1;;;;;0;;;16 - garažno parkirno mesto;pritličje;;12,5;12,5; garažni parkirni prostor;;
809105;1739;ZGORNJA ŠIŠKA;LJUBLJANA;3361;48;;;1;LJUBLJANA;CELOVŠKA CESTA;179;;49;2;1968;1;;;50,6;1/1;;;;;0;;;2 - stanovanje;nadstropje;;50,6;46,4; bivalni prostor | klet;;
809195;2606;SEMEDELA;KOPER;5893;1;;;1;;;;;;4;1970;1;;;13,1;1/1;;;;;0;;;15 - garaža;pritličje;;13,1;13,1; garaža;;
811861;465;HRASTOVEC;ZAVRČ;47;1;;;1;HRASTOVEC;HRASTOVEC;24;E;;1;1997;1;;;179,9;1/2;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;179,9;81,8; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
811684;1736;BRINJE I;LJUBLJANA;3392;210;;;1;;;;;;3;2014;1;;;12,5;1/1;;;;;0;;;16 - garažno parkirno mesto;klet;;12,5;12,5; garažni parkirni prostor;;
809948;298;MIHALOVCI;ORMOŽ;166;1;;;1;;;;;;8;1850;1;;;52;1/1;;;;;0;;;10 - trgovski del stavbe;pritličje;;52;52; lokal, prodajalna;;
811098;649;CELESTRINA;MARIBOR;216;1;;;1;CELESTRINA;CELESTRINA;1;I;;1;2000;1;;;164;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;164;140,6; bivalni prostor | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
811939;1732;ŠTEPANJA VAS;LJUBLJANA;337;41;;;1;LJUBLJANA;JAKČEVA ULICA;40;;42;2;1976;1;;;63,2;1/1;;;;;0;;;2 - stanovanje;nadstropje;;63,2;58,4; bivalni prostor | zaprta terasa, balkon, loža;;
811550;636;KAMNICA;MARIBOR;892;9;;;1;KAMNICA;CESTA V ROŠPOH;22;;9;6;1996;1;;;26;1/1;;;;;0;;;10 - trgovski del stavbe;pritličje;;26;26; lokal, prodajalna;;
811417;1483;KANDIJA;NOVO MESTO;2181;178;;;1;NOVO MESTO;RAGOVSKA ULICA;15;D;;3;2008;1;;;12;1/1;;;;;0;;;16 - garažno parkirno mesto;nadstropje;;12;12; garažni parkirni prostor;;
791722;2504;ZAGORJE;PIVKA;72;1;;;1;ZAGORJE;ZAGORJE;71;;;1;1971;1;;;61,4;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;61,4;55,7; bivalni prostor | klet;;
812115;261;STARA CESTA;LJUTOMER;128;1;;;1;;;;;;13;1968;1;;;27;1/1;;;;;0;;;27 - hlev;pritličje;;27;27; kmetijski prostor;;
809200;2320;PRVAČINA;NOVA GORICA;1019;1;;;1;PRVAČINA;PRVAČINA;66;;;1;2010;1;;;196,5;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;196,5;132,8; bivalni prostor | garaža | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
812423;673;LOBNICA;RUŠE;255;1;;;1;LOG;LOG;175;;;1;1975;1;;;68,4;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;68,4;29,2; bivalni prostor | klet | odprta terasa, balkon, loža;;
812630;1577;KOČEVJE;KOČEVJE;1319;1;;;1;;;;;;13;1970;1;;;27,9;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;27,9;27,9; kmetijski prostor;;
809540;660;STUDENCI;MARIBOR;2041;1;;;1;MARIBOR;ŠNUDERLOVA ULICA;4;;;1;1968;1;;;360,6;3/40;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;360,6;163,6; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
811879;1275;PIRŠENBREG;BREŽICE;149;1;;;1;;;;;;13;1900;1;;;44,2;1/1;;;;;0;;;60 - zidanica;pritličje;;44,2;44,2; kmetijski prostor;;
813110;1739;ZGORNJA ŠIŠKA;LJUBLJANA;7025;119;;;1;LJUBLJANA;CELOVŠKA CESTA;176;;119;2;2023;1;;1;63,8;1/1;;;;;0;;;2 - stanovanje;nadstropje;;63,8;53,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
809778;1646;PUDOB;LOŠKA DOLINA;144;1;;;1;;;;;;13;1850;1;;;119;1/1;;;;;0;;;29 - del stavbe za spravilo pridelka;pritličje;;119;119; kmetijski prostor;;
812427;1577;KOČEVJE;KOČEVJE;1852;1;;;1;;;;;;13;1988;1;;;25;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;25;25; kmetijski prostor;;
813198;2595;ŠKOFIJE;KOPER;574;1;;;1;ZGORNJE ŠKOFIJE;ZGORNJE ŠKOFIJE;66;;;1;1977;1;;;194,3;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;;;;;-;;
809327;2156;RADOVLJICA;RADOVLJICA;439;2;;;1;RADOVLJICA;GORENJSKA CESTA;33;C;2;2;1993;1;;;24,8;1/1;;;;;0;;;2 - stanovanje;nadstropje;;24,8;22,7; bivalni prostor | klet;;
811614;1327;POVRŠJE;KRŠKO;401;1;;;1;DOLENJA VAS PRI RAKI;DOLENJA VAS PRI RAKI;13;;;1;1935;1;;;59,5;1/1;;;;;0;;;1 - stanovanje v enostanovanjski stavbi;pritličje;;59,5;56,2; bivalni prostor | klet;;
808788;1959;DOMŽALE;DOMŽALE;4932;34;;;1;DOMŽALE;BREZNIKOVA ULICA;15;;34;3;1997;1;;;14;1/1;;;;;0;;;16 - garažno parkirno mesto;pritličje;;14;0; garažni parkirni prostor;;
812376;1498;POLJANE;DOLENJSKE TOPLICE;318;1;;;1;;;;;;14;2016;1;;;14,7;1/1;;;;;0;;;28 - pomožni kmetijski del stavbe;pritličje;;14,7;14,7; kmetijski prostor;;
811550;636;KAMNICA;MARIBOR;892;311;;;1;KAMNICA;CESTA V ROŠPOH;24;A;311;14;1996;1;;;4,7;1/1;;;;;0;;;33 - klet;klet;;4,7;4,7; klet;;
811715;1087;SVETINA;ŠTORE;421;1;;;1;;;;;;13;1905;1;;;158;1/1;;;;;0;;;27 - hlev;pritličje;;158;158; kmetijski prostor;;
812626;2100;KRANJ;KRANJ;14;13;;;1;KRANJ;ZLATO POLJE;3;;13;2;1967;1;;;52,4;1/1;;;;;0;;;2 - stanovanje;nadstropje;;52,4;47,5; bivalni prostor | klet | zaprta terasa, balkon, loža;;
811207;1756;ČRNUČE;LJUBLJANA;4749;10;;;1;;;;;;4;2018;1;;;13,7;1/1;;;;;0;;;16 - garažno parkirno mesto;;;13,7;13,7; garažni parkirni prostor;;
812648;1737;TABOR;LJUBLJANA;802;557;;;1;LJUBLJANA;TRUBARJEVA CESTA;79;A;151;2;1983;1;;;59,3;1/1;;;;;0;;;2 - stanovanje;nadstropje;;59,3;59,3; bivalni prostor | shramba, sušilnica, pralnica;;
811803;1577;KOČEVJE;KOČEVJE;468;6;;;1;KOČEVJE;ROZMANOVA ULICA;1;;6;2;1968;1;;;26,5;1/1;;;;;0;;;2 - stanovanje;nadstropje;;26,5;25,4; bivalni prostor | klet;;
